jdb	vrad	svrad
54254.01661	-0.0006	0.0007
54254.91868	0.0019	0.0008
54255.75898	0.0025	0.0008
54255.98460	0.0016	0.0008
54257.07180	-0.0013	0.0008
54277.73265	0.0027	0.0005
54278.73377	-0.0019	0.0009
54279.73075	-0.0030	0.0008
54280.74026	0.0001	0.0010
54285.76472	0.0025	0.0006
54294.73843	0.0049	0.0005
54304.73624	0.0091	0.0006
54305.73658	0.0059	0.0006
54306.80060	0.0044	0.0006
54307.73485	0.0063	0.0005
54308.73551	0.0088	0.0006
54309.73851	0.0085	0.0008
54310.73545	0.0073	0.0008
54311.73296	0.0072	0.0008
54312.73423	0.0099	0.0005
54313.73496	0.0132	0.0008
54314.73608	0.0140	0.0009
54318.77353	0.0112	0.0005
54333.86604	0.0118	0.0013
54334.86018	0.0137	0.0008
54335.85304	0.0165	0.0008
54336.84663	0.0145	0.0007
54455.16774	0.0222	0.0012
54456.15784	0.0223	0.0011
54465.13890	0.0199	0.0011
54491.10891	0.0107	0.0011
54543.06967	0.0032	0.0007
54545.03961	0.0044	0.0011
54546.03027	0.0062	0.0012
54547.03936	0.0062	0.0011
54550.11293	-0.0002	0.0008
54551.09816	0.0031	0.0009
54552.14240	0.0055	0.0009
54553.10980	0.0027	0.0010
54600.92698	-0.0060	0.0011
54601.87647	-0.0086	0.0010
54634.78181	-0.0173	0.0009
54666.78904	-0.0187	0.0003
54667.78945	-0.0200	0.0003
54671.80264	-0.0180	0.0003
54672.78558	-0.0225	0.0003
54673.79754	-0.0232	0.0003
54675.79484	-0.0165	0.0005
54701.73724	-0.0222	0.0004
54702.73348	-0.0200	0.0003
54703.73110	-0.0197	0.0005
54819.16638	-0.0099	0.0004
54820.17627	-0.0079	0.0005
54821.14761	-0.0046	0.0008
54822.14603	-0.0028	0.0006
54823.16898	-0.0050	0.0004
54873.10516	0.0024	0.0005
54897.20941	0.0118	0.0011
54900.19861	0.0102	0.0010
54901.16839	0.0105	0.0008
54902.21654	0.0145	0.0010
54903.14262	0.0146	0.0004
54904.20346	0.0095	0.0015
54905.27335	0.0077	0.0008
54906.22330	0.0094	0.0009
54907.21266	0.0134	0.0008
54908.21531	0.0168	0.0008
54967.98451	0.0232	0.0004
54968.97445	0.0206	0.0007
55013.83842	0.0181	0.0006
55015.83950	0.0230	0.0007
55017.84841	0.0189	0.0006
55018.90225	0.0149	0.0007
55018.95764	0.0140	0.0011
55019.99765	0.0179	0.0007
55020.83414	0.0198	0.0006
55021.83208	0.0221	0.0003
55021.88251	0.0225	0.0008
55022.84171	0.0216	0.0003
55022.89587	0.0211	0.0007
55023.74658	0.0196	0.0003
55023.87589	0.0196	0.0009
55024.84232	0.0198	0.0003
55029.86175	0.0144	0.0006
55030.97802	0.0181	0.0005
55031.84137	0.0211	0.0006
55032.92564	0.0221	0.0005
55036.86026	0.0178	0.0006
55037.84849	0.0198	0.0007
55040.85306	0.0140	0.0010
55041.95419	0.0193	0.0008
55043.84520	0.0213	0.0005
55044.84224	0.0184	0.0005
55045.83918	0.0169	0.0006
55046.91766	0.0156	0.0006
55047.86724	0.0177	0.0005
55048.85263	0.0193	0.0005
55049.76443	0.0179	0.0003
55049.86609	0.0177	0.0005
55050.76541	0.0150	0.0003
55050.87397	0.0151	0.0007
55051.75441	0.0158	0.0003
55051.86595	0.0150	0.0005
55052.75467	0.0188	0.0003
55052.88848	0.0197	0.0007
55053.76245	0.0214	0.0003
55053.88182	0.0207	0.0005
55054.86448	0.0185	0.0006
55055.85374	0.0143	0.0005
55058.89140	0.0160	0.0006
