jdb	vrad	svrad
54992.54947	0.0006	0.0004
54992.63143	0.0005	0.0004
54992.69945	0.0000	0.0004
54994.51922	0.0006	0.0004
54994.61863	0.0004	0.0004
54994.70854	0.0006	0.0004
54995.51575	-0.0011	0.0004
54995.61275	-0.0001	0.0004
54995.70756	0.0008	0.0004
54996.50542	-0.0002	0.0004
54998.51047	0.0018	0.0004
54998.64462	-0.0003	0.0004
54998.69621	-0.0006	0.0005
54999.50163	0.0006	0.0004
54999.59451	-0.0002	0.0004
54999.66777	0.0006	0.0006
55001.60850	0.0002	0.0004
55002.56263	0.0001	0.0004
55002.67846	-0.0008	0.0004
55022.46804	0.0010	0.0004
55022.57545	0.0008	0.0004
55036.54893	-0.0004	0.0004
55037.53603	0.0007	0.0004
55037.60716	-0.0004	0.0004
55038.48470	0.0001	0.0004
55039.48960	0.0001	0.0004
55039.57168	0.0005	0.0004
55040.47173	-0.0008	0.0005
55040.54020	-0.0005	0.0004
55041.47805	-0.0006	0.0003
55041.54544	-0.0000	0.0003
55042.56931	-0.0010	0.0003
55045.52257	-0.0010	0.0004
55045.58803	0.0001	0.0004
55046.52077	0.0003	0.0003
55046.59158	0.0000	0.0003
55047.50038	-0.0004	0.0003
55048.50866	-0.0001	0.0003
55048.58544	-0.0010	0.0003
55278.73937	0.0006	0.0004
55278.80266	0.0001	0.0004
55278.87282	-0.0005	0.0004
55279.73164	0.0003	0.0004
55279.89498	0.0013	0.0004
55280.73156	-0.0009	0.0004
55280.82935	-0.0002	0.0004
55280.90036	0.0011	0.0004
55281.73290	0.0001	0.0004
55281.82288	-0.0002	0.0004
55281.88882	-0.0004	0.0004
55282.66424	-0.0000	0.0004
55282.74846	-0.0005	0.0004
55282.82523	-0.0015	0.0004
55283.73786	-0.0006	0.0004
55283.82704	-0.0012	0.0004
55283.89470	-0.0019	0.0004
55284.66333	-0.0011	0.0004
55284.75452	-0.0014	0.0004
55284.88577	-0.0006	0.0004
55287.64136	-0.0009	0.0004
55287.74592	-0.0008	0.0004
55287.82320	-0.0009	0.0004
55288.64859	0.0007	0.0004
55288.76670	-0.0005	0.0004
55288.81950	-0.0001	0.0004
55289.70750	-0.0002	0.0004
55289.79776	-0.0004	0.0004
55289.89008	0.0007	0.0004
55290.65624	0.0004	0.0004
55290.73669	0.0007	0.0004
55290.89813	0.0010	0.0004
55291.64031	-0.0004	0.0004
55291.80176	0.0003	0.0004
55292.62597	0.0003	0.0004
55292.74106	0.0002	0.0004
55292.82642	-0.0002	0.0004
55293.62287	0.0005	0.0004
55293.78547	-0.0004	0.0004
55293.91182	-0.0008	0.0006
55294.63242	0.0004	0.0004
55294.73153	-0.0004	0.0004
55294.87310	0.0006	0.0004
55295.61294	-0.0003	0.0004
55295.67241	0.0004	0.0004
55295.87857	0.0009	0.0004
55296.61177	0.0008	0.0004
55296.91616	-0.0000	0.0004
55297.75380	-0.0007	0.0004
55297.88918	-0.0002	0.0004
55298.59897	0.0004	0.0004
55298.76891	-0.0007	0.0004
55298.91226	0.0002	0.0004
55299.59795	0.0001	0.0004
55299.89441	0.0007	0.0005
55300.66889	0.0005	0.0005
55300.76725	0.0013	0.0004
55300.89978	0.0007	0.0004
55301.79184	0.0022	0.0004
55301.88569	0.0008	0.0004
55304.62278	-0.0003	0.0004
55305.73532	0.0007	0.0005
55315.91260	-0.0009	0.0004
55321.60211	0.0001	0.0004
55321.67149	0.0004	0.0004
55321.73182	-0.0004	0.0004
55322.59266	0.0002	0.0004
55323.57997	-0.0008	0.0004
55323.65390	-0.0015	0.0004
55323.73255	-0.0018	0.0004
55324.57068	-0.0016	0.0004
55324.63966	-0.0014	0.0004
55324.72810	-0.0008	0.0004
55325.55570	-0.0032	0.0004
55325.62636	-0.0020	0.0004
55325.72685	-0.0002	0.0004
55326.57044	-0.0003	0.0004
55326.65914	-0.0004	0.0004
55326.72863	-0.0004	0.0004
55327.57425	0.0003	0.0004
55327.66188	-0.0002	0.0004
55327.74354	-0.0009	0.0004
55328.56008	0.0009	0.0004
55328.65860	0.0003	0.0004
55328.77499	-0.0003	0.0004
55334.59463	0.0002	0.0004
55334.68734	0.0006	0.0004
55334.75991	0.0008	0.0004
55335.58515	0.0011	0.0004
55335.66304	0.0016	0.0004
55335.74174	0.0015	0.0004
55337.51729	0.0003	0.0004
55337.69122	0.0002	0.0004
55338.49383	0.0011	0.0004
55338.61323	-0.0003	0.0004
55340.54524	0.0001	0.0004
55340.63086	0.0001	0.0004
55340.72360	0.0011	0.0005
55341.49640	0.0002	0.0004
55341.62320	0.0012	0.0004
55341.74865	0.0003	0.0004
55342.55220	0.0007	0.0005
55342.69287	-0.0002	0.0004
55342.76000	-0.0004	0.0004
55350.65670	0.0010	0.0003
55351.46850	-0.0009	0.0006
55351.58532	-0.0000	0.0004
55352.46817	0.0000	0.0003
55352.61069	-0.0004	0.0004
55353.46536	-0.0013	0.0003
55353.59122	-0.0016	0.0003
55353.72087	-0.0006	0.0003
55354.45781	-0.0005	0.0003
55354.57891	-0.0015	0.0003
55355.46554	-0.0004	0.0003
55355.58835	0.0001	0.0003
55358.62868	-0.0005	0.0004
55358.71807	0.0004	0.0006
55359.45709	-0.0001	0.0004
55359.54827	-0.0006	0.0004
55611.79380	-0.0002	0.0004
55611.86797	-0.0010	0.0004
55612.80722	-0.0012	0.0003
55613.78708	-0.0015	0.0004
55614.77656	-0.0011	0.0004
55614.83044	-0.0009	0.0004
55615.81210	0.0001	0.0004
55615.89556	0.0003	0.0003
55616.79618	-0.0008	0.0004
55617.77463	-0.0006	0.0004
55619.76912	0.0002	0.0004
55620.78260	0.0016	0.0003
55620.85872	0.0018	0.0003
55621.85444	0.0003	0.0004
55626.79171	0.0007	0.0005
55626.89451	0.0001	0.0004
55627.79857	-0.0016	0.0004
55627.88985	-0.0017	0.0005
55628.79269	-0.0016	0.0004
55628.86962	-0.0013	0.0004
55629.77517	-0.0014	0.0004
55629.84528	-0.0010	0.0004
55630.77331	0.0004	0.0005
55630.87687	0.0005	0.0004
55632.76895	-0.0001	0.0005
55632.83916	-0.0004	0.0004
55633.76967	-0.0011	0.0004
55633.86999	0.0001	0.0004
55634.76459	-0.0004	0.0005
55634.88309	0.0003	0.0004
55637.77781	0.0005	0.0004
55637.82432	0.0004	0.0005
55637.90300	0.0005	0.0003
55638.72061	-0.0007	0.0003
55638.83391	-0.0005	0.0003
55639.74519	0.0002	0.0003
55639.85225	0.0002	0.0003
55640.77198	0.0001	0.0004
55640.86948	0.0006	0.0003
55641.71493	0.0015	0.0003
55641.84100	0.0005	0.0004
55642.74179	0.0006	0.0003
55642.85478	0.0001	0.0003
55643.72992	0.0000	0.0003
55643.83277	0.0007	0.0004
55644.73530	0.0002	0.0003
55644.83053	0.0010	0.0003
55645.74278	0.0006	0.0003
55645.84986	0.0006	0.0003
55646.72474	0.0019	0.0004
55646.83405	0.0014	0.0004
55647.71332	0.0013	0.0004
55647.81157	0.0000	0.0006
55648.74463	0.0004	0.0003
55648.84320	0.0005	0.0003
55652.72415	0.0002	0.0003
55652.73999	0.0008	0.0003
55652.81146	0.0003	0.0003
55652.82603	-0.0003	0.0004
55653.68048	-0.0008	0.0003
55653.69502	-0.0005	0.0004
55653.76096	-0.0002	0.0003
55653.77288	-0.0001	0.0005
55653.81186	0.0007	0.0003
55653.82932	0.0006	0.0003
55656.66877	-0.0002	0.0003
55656.68367	-0.0007	0.0004
55656.73063	-0.0006	0.0003
55656.74525	-0.0009	0.0004
55656.80220	-0.0018	0.0003
55656.81623	-0.0022	0.0004
55657.65683	-0.0017	0.0003
55657.67143	-0.0013	0.0004
55657.72930	-0.0022	0.0003
55657.74393	-0.0015	0.0004
55657.80166	-0.0020	0.0003
55657.81628	-0.0018	0.0004
55658.69380	-0.0004	0.0004
55658.70427	-0.0005	0.0004
55658.78017	0.0003	0.0004
55658.83608	0.0009	0.0003
55658.85022	0.0008	0.0004
55659.65836	0.0004	0.0005
55659.73203	0.0012	0.0003
55659.74270	0.0019	0.0006
55659.80646	0.0025	0.0003
55659.81737	0.0013	0.0006
55660.63248	-0.0000	0.0003
55660.71238	0.0009	0.0003
55660.78285	0.0003	0.0004
55662.64432	-0.0001	0.0003
55662.65858	-0.0001	0.0004
55662.71092	-0.0008	0.0003
55662.72473	-0.0016	0.0004
55662.79541	-0.0021	0.0003
55662.81005	-0.0017	0.0004
55663.67291	-0.0009	0.0003
55663.68694	-0.0012	0.0004
55663.73272	-0.0012	0.0003
55663.74599	-0.0010	0.0004
55663.79877	-0.0010	0.0003
55663.81336	-0.0009	0.0004
55672.65153	-0.0011	0.0004
55672.79896	-0.0012	0.0004
55673.69169	-0.0012	0.0004
55673.78076	-0.0009	0.0004
55674.65182	-0.0004	0.0004
55674.76080	-0.0002	0.0004
55675.62281	-0.0003	0.0004
55675.74168	-0.0006	0.0004
55676.62821	-0.0010	0.0004
55676.77785	-0.0014	0.0004
55677.61821	-0.0018	0.0004
55677.74064	-0.0017	0.0004
55678.61971	-0.0019	0.0004
55679.65013	-0.0011	0.0004
55679.84988	-0.0014	0.0004
55680.56264	0.0003	0.0004
55680.68033	0.0013	0.0004
55681.60264	0.0010	0.0004
55681.69811	0.0009	0.0004
55682.59985	0.0014	0.0004
55682.70800	0.0002	0.0004
55683.58295	-0.0004	0.0004
55683.67942	0.0002	0.0004
55684.61972	0.0008	0.0004
55684.70828	0.0004	0.0004
55685.62065	0.0010	0.0004
55685.70691	0.0006	0.0004
55686.62300	0.0010	0.0004
55686.70199	0.0002	0.0004
55687.54302	0.0009	0.0004
55687.65740	0.0001	0.0004
55689.65222	0.0006	0.0004
55689.73496	0.0008	0.0004
55691.55134	0.0013	0.0004
55691.65583	0.0003	0.0004
55692.69908	-0.0006	0.0004
55693.52865	0.0002	0.0004
55693.74388	0.0007	0.0004
55695.54248	-0.0006	0.0004
55695.67566	-0.0002	0.0004
55711.57238	-0.0005	0.0004
55711.78535	-0.0006	0.0004
55712.53004	-0.0001	0.0003
55712.54392	-0.0007	0.0004
55714.61916	0.0003	0.0005
55715.53840	0.0007	0.0006
55716.53430	-0.0006	0.0004
55727.46591	0.0005	0.0004
55727.49892	-0.0002	0.0004
55728.47253	-0.0011	0.0004
55728.52818	-0.0004	0.0004
55755.46299	0.0007	0.0004
