jdb	vrad	svrad
55048.85263	0.0183	0.0005
55049.76443	0.0170	0.0003
55049.86609	0.0166	0.0005
55050.76541	0.0143	0.0003
55050.87397	0.0152	0.0007
55051.75441	0.0150	0.0003
55051.86595	0.0149	0.0005
55052.75467	0.0181	0.0003
55052.88848	0.0183	0.0007
55053.76245	0.0210	0.0003
55053.88182	0.0213	0.0005
55054.86448	0.0190	0.0006
55055.85374	0.0149	0.0005
55058.89140	0.0165	0.0006
